word,stem,lemma_n,lemma_v,lemma_a,lemma_r
kept,kept,kept,keep,kept,kept
kettle,kettl,kettle,kettle,kettle,kettle
key,key,key,key,key,key
kick,kick,kick,kick,kick,kick
kid,kid,kid,kid,kid,kid
kill,kill,kill,kill,kill,kill
killed,kill,killed,kill,killed,killed
kind,kind,kind,kind,kind,kind
kindly,kindli,kindly,kindly,kindly,kindly
kindness,kind,kindness,kindness,kindness,kindness
king,king,king,king,king,king
kingdom,kingdom,kingdom,kingdom,kingdom,kingdom
kiss,kiss,kiss,kiss,kiss,kiss
kitchen,kitchen,kitchen,kitchen,kitchen,kitchen
kite,kite,kite,kite,kite,kite
kitten,kitten,kitten,kitten,kitten,kitten
kitty,kitti,kitty,kitty,kitty,kitty
knee,knee,knee,knee,knee,knee
kneel,kneel,kneel,kneel,kneel,kneel
knew,knew,knew,know,knew,knew
knife,knife,knife,knife,knife,knife
knit,knit,knit,knit,knit,knit
knives,knive,knife,knives,knife,knife
knob,knob,knob,knob,knob,knob
knock,knock,knock,knock,knock,knock
knot,knot,knot,knot,knot,knot
know,know,know,know,know,know
known,known,known,know,known,known
lace,lace,lace,lace,lace,lace
lad,lad,lad,lad,lad,lad
ladder,ladder,ladder,ladder,ladder,ladder
ladies,ladi,lady,ladies,lady,lady
lady,ladi,lady,lady,lady,lady
laid,laid,laid,lay,laid,laid
lake,lake,lake,lake,lake,lake
lamb,lamb,lamb,lamb,lamb,lamb
lame,lame,lame,lame,lame,lame
lamp,lamp,lamp,lamp,lamp,lamp
land,land,land,land,land,land
lane,lane,lane,lane,lane,lane
language,languag,language,language,language,language
lantern,lantern,lantern,lantern,lantern,lantern
lap,lap,lap,lap,lap,lap
lard,lard,lard,lard,lard,lard
large,larg,large,large,large,large
lash,lash,lash,lash,lash,lash
lass,lass,lass,lass,lass,lass
last,last,last,last,last,last
late,late,late,late,late,late
laugh,laugh,laugh,laugh,laugh,laugh
laundry,laundri,laundry,laundry,laundry,laundry
law,law,law,law,law,law
lawn,lawn,lawn,lawn,lawn,lawn
lawyer,lawyer,lawyer,lawyer,lawyer,lawyer
lay,lay,lay,lay,lay,lay
lazy,lazi,lazy,lazy,lazy,lazy
lead,lead,lead,lead,lead,lead
leader,leader,leader,leader,leader,leader
leaf,leaf,leaf,leaf,leaf,leaf
leak,leak,leak,leak,leak,leak
lean,lean,lean,lean,lean,lean
leap,leap,leap,leap,leap,leap
learn,learn,learn,learn,learn,learn
learned,learn,learned,learn,learned,learned
least,least,least,least,least,least
leather,leather,leather,leather,leather,leather
leave,leav,leave,leave,leave,leave
leaving,leav,leaving,leave,leaving,leaving
led,led,led,lead,led,led
left,left,left,leave,left,left
leg,leg,leg,leg,leg,leg
lemon,lemon,lemon,lemon,lemon,lemon
lemonade,lemonad,lemonade,lemonade,lemonade,lemonade
lend,lend,lend,lend,lend,lend
length,length,length,length,length,length
less,less,le,less,le,le
lesson,lesson,lesson,lesson,lesson,lesson
let,let,let,let,let,let
let's,let',let's,let's,let's,let's
letter,letter,letter,letter,letter,letter
letting,let,letting,let,letting,letting
lettuce,lettuc,lettuce,lettuce,lettuce,lettuce
level,level,level,level,level,level
liberty,liberti,liberty,liberty,liberty,liberty
library,librari,library,library,library,library
lice,lice,louse,lice,louse,louse
lick,lick,lick,lick,lick,lick
lid,lid,lid,lid,lid,lid
lie,lie,lie,lie,lie,lie
life,life,life,life,life,life
lift,lift,lift,lift,lift,lift
light,light,light,light,light,light
lightness,light,lightness,lightness,lightness,lightness
lightning,lightn,lightning,lightning,lightning,lightning
like,like,like,like,like,like
likely,like,likely,likely,likely,likely
liking,like,liking,like,liking,liking
lily,lili,lily,lily,lily,lily
limb,limb,limb,limb,limb,limb
lime,lime,lime,lime,lime,lime
limp,limp,limp,limp,limp,limp
line,line,line,line,line,line
linen,linen,linen,linen,linen,linen
lion,lion,lion,lion,lion,lion
lip,lip,lip,lip,lip,lip
list,list,list,list,list,list
listen,listen,listen,listen,listen,listen
lit,lit,lit,light,lit,lit
little,littl,little,little,little,little
live,live,live,live,live,live
lively,live,lively,lively,lively,lively
liver,liver,liver,liver,liver,liver
lives,live,life,live,life,life
living,live,living,live,living,living
lizard,lizard,lizard,lizard,lizard,lizard
load,load,load,load,load,load
loaf,loaf,loaf,loaf,loaf,loaf
loan,loan,loan,loan,loan,loan
loaves,loav,loaf,loaves,loaf,loaf
lock,lock,lock,lock,lock,lock
locomotive,locomot,locomotive,locomotive,locomotive,locomotive
log,log,log,log,log,log
lone,lone,lone,lone,lone,lone
lonely,lone,lonely,lonely,lonely,lonely
lonesome,lonesom,lonesome,lonesome,lonesome,lonesome
long,long,long,long,long,long
look,look,look,look,look,look
lookout,lookout,lookout,lookout,lookout,lookout
loop,loop,loop,loop,loop,loop
loose,loos,loose,loose,loose,loose
lord,lord,lord,lord,lord,lord
lose,lose,lose,lose,lose,lose
loser,loser,loser,loser,loser,loser
loss,loss,loss,loss,loss,loss
lost,lost,lost,lose,lost,lost
lot,lot,lot,lot,lot,lot
loud,loud,loud,loud,loud,loud
love,love,love,love,love,love
lovely,love,lovely,lovely,lovely,lovely
lover,lover,lover,lover,lover,lover
low,low,low,low,low,low
luck,luck,luck,luck,luck,luck
lucky,lucki,lucky,lucky,lucky,lucky
lumber,lumber,lumber,lumber,lumber,lumber
lump,lump,lump,lump,lump,lump
lunch,lunch,lunch,lunch,lunch,lunch
lying,lie,lying,lie,lying,lying
ma,ma,ma,ma,ma,ma
machine,machin,machine,machine,machine,machine
machinery,machineri,machinery,machinery,machinery,machinery
mad,mad,mad,mad,mad,mad
made,made,made,make,made,made
magazine,magazin,magazine,magazine,magazine,magazine
magic,magic,magic,magic,magic,magic
maid,maid,maid,maid,maid,maid
mail,mail,mail,mail,mail,mail
mailbox,mailbox,mailbox,mailbox,mailbox,mailbox
mailman,mailman,mailman,mailman,mailman,mailman
major,major,major,major,major,major
make,make,make,make,make,make
making,make,making,make,making,making
male,male,male,male,male,male
mama,mama,mama,mama,mama,mama
mamma,mamma,mamma,mamma,mamma,mamma
man,man,man,man,man,man
manager,manag,manager,manager,manager,manager
mane,mane,mane,mane,mane,mane
manger,manger,manger,manger,manger,manger
many,mani,many,many,many,many
map,map,map,map,map,map
maple,mapl,maple,maple,maple,maple
marble,marbl,marble,marble,marble,marble
march,march,march,march,march,march
march,march,march,march,march,march
mare,mare,mare,mare,mare,mare
mark,mark,mark,mark,mark,mark
market,market,market,market,market,market
marriage,marriag,marriage,marriage,marriage,marriage
married,marri,married,marry,married,married
marry,marri,marry,marry,marry,marry
mask,mask,mask,mask,mask,mask
mast,mast,mast,mast,mast,mast
master,master,master,master,master,master
mat,mat,mat,mat,mat,mat
match,match,match,match,match,match
matter,matter,matter,matter,matter,matter
mattress,mattress,mattress,mattress,mattress,mattress
may,may,may,may,may,may
may,may,may,may,may,may
maybe,mayb,maybe,maybe,maybe,maybe
mayor,mayor,mayor,mayor,mayor,mayor
maypole,maypol,maypole,maypole,maypole,maypole
me,me,me,me,me,me
meadow,meadow,meadow,meadow,meadow,meadow
meal,meal,meal,meal,meal,meal
mean,mean,mean,mean,mean,mean
means,mean,mean,mean,mean,mean
meant,meant,meant,mean,meant,meant
measure,measur,measure,measure,measure,measure
meat,meat,meat,meat,meat,meat
medicine,medicin,medicine,medicine,medicine,medicine
meet,meet,meet,meet,meet,meet
meeting,meet,meeting,meet,meeting,meeting
melt,melt,melt,melt,melt,melt
member,member,member,member,member,member
men,men,men,men,men,men
mend,mend,mend,mend,mend,mend
meow,meow,meow,meow,meow,meow
merry,merri,merry,merry,merry,merry
mess,mess,mess,mess,mess,mess
message,messag,message,message,message,message
met,met,met,meet,met,met
metal,metal,metal,metal,metal,metal
mew,mew,mew,mew,mew,mew
mice,mice,mouse,mice,mouse,mouse
middle,dle,middle,middle,middle,middle
midnight,night,midnight,midnight,midnight,midnight
might,might,might,might,might,might
mighty,mighti,mighty,mighty,mighty,mighty
mile,mile,mile,mile,mile,mile
miler,miler,miler,miler,miler,miler
milk,milk,milk,milk,milk,milk
milkman,milkman,milkman,milkman,milkman,milkman
mill,mill,mill,mill,mill,mill
miller,miller,miller,miller,miller,miller
million,million,million,million,million,million
mind,mind,mind,mind,mind,mind
mine,mine,mine,mine,mine,mine
miner,miner,miner,miner,miner,miner
mint,mint,mint,mint,mint,mint
minute,minut,minute,minute,minute,minute
mirror,mirror,mirror,mirror,mirror,mirror
mischief,chief,mischief,mischief,mischief,mischief
miss,s,miss,miss,miss,miss
miss,s,miss,miss,miss,miss
misspell,spell,misspell,misspell,misspell,misspell
mistake,take,mistake,mistake,mistake,mistake
misty,misti,misty,misty,misty,misty
mitt,mitt,mitt,mitt,mitt,mitt
mitten,mitten,mitten,mitten,mitten,mitten
mix,mix,mix,mix,mix,mix
moment,moment,moment,moment,moment,moment
monday,monday,monday,monday,monday,monday
money,money,money,money,money,money
monkey,monkey,monkey,monkey,monkey,monkey
month,month,month,month,month,month
moo,moo,moo,moo,moo,moo
moon,moon,moon,moon,moon,moon
moonlight,moonlight,moonlight,moonlight,moonlight,moonlight
moose,moos,moose,moose,moose,moose
mop,mop,mop,mop,mop,mop
more,more,more,more,more,more
morning,morn,morning,morning,morning,morning
morrow,morrow,morrow,morrow,morrow,morrow
moss,moss,moss,moss,moss,moss
most,most,most,most,most,most
mostly,mostli,mostly,mostly,mostly,mostly
mother,mother,mother,mother,mother,mother
motor,motor,motor,motor,motor,motor
mount,mount,mount,mount,mount,mount
mountain,mountain,mountain,mountain,mountain,mountain
mouse,mous,mouse,mouse,mouse,mouse
mouth,mouth,mouth,mouth,mouth,mouth
move,move,move,move,move,move
movie,movi,movie,movie,movie,movie
movies,movi,movie,movies,movie,movie
moving,move,moving,move,moving,moving
mow,mow,mow,mow,mow,mow
mr,mr,mr,mr,mr,mr
mrs,mr,mr,mrs,mr,mr
much,much,much,much,much,much
mud,mud,mud,mud,mud,mud
muddy,muddi,muddy,muddy,muddy,muddy
mug,mug,mug,mug,mug,mug
mule,mule,mule,mule,mule,mule
multiply,multipli,multiply,multiply,multiply,multiply
murder,murder,murder,murder,murder,murder
music,music,music,music,music,music
must,must,must,must,must,must
my,my,my,my,my,my
myself,myself,myself,myself,myself,myself
nail,nail,nail,nail,nail,nail
name,name,name,name,name,name
nap,nap,nap,nap,nap,nap
napkin,napkin,napkin,napkin,napkin,napkin
narrow,narrow,narrow,narrow,narrow,narrow
nasty,nasti,nasty,nasty,nasty,nasty
naughty,naughti,naughty,naughty,naughty,naughty
navy,navi,navy,navy,navy,navy
near,near,near,near,near,near
nearby,nearbi,nearby,nearby,nearby,nearby
nearly,nearli,nearly,nearly,nearly,nearly
neat,neat,neat,neat,neat,neat
neck,neck,neck,neck,neck,neck
necktie,neckti,necktie,necktie,necktie,necktie
need,need,need,need,need,need
needle,needl,needle,needle,needle,needle
needn't,needn't,needn't,needn't,needn't,needn't
negro,negro,negro,negro,negro,negro
neighbor,neighbor,neighbor,neighbor,neighbor,neighbor
neighborhood,neighborhood,neighborhood,neighborhood,neighborhood,neighborhood
neither,neither,neither,neither,neither,neither
nerve,nerv,nerve,nerve,nerve,nerve
nest,nest,nest,nest,nest,nest
net,net,net,net,net,net
never,never,never,never,never,never
nevermore,nevermor,nevermore,nevermore,nevermore,nevermore
new,new,new,new,new,new
news,news,news,news,news,news
newspaper,newspap,newspaper,newspaper,newspaper,newspaper
next,next,next,next,next,next
nibble,nibbl,nibble,nibble,nibble,nibble
nice,nice,nice,nice,nice,nice
nickel,nickel,nickel,nickel,nickel,nickel
night,night,night,night,night,night
nightgown,nightgown,nightgown,nightgown,nightgown,nightgown
nine,nine,nine,nine,nine,nine
nineteen,nineteen,nineteen,nineteen,nineteen,nineteen
ninety,nineti,ninety,ninety,ninety,ninety
no,no,no,no,no,no
nobody,nobodi,nobody,nobody,nobody,nobody
nod,nod,nod,nod,nod,nod
noise,nois,noise,noise,noise,noise
noisy,noisi,noisy,noisy,noisy,noisy
none,e,none,none,none,none
noon,noon,noon,noon,noon,noon
nor,nor,nor,nor,nor,nor
north,north,north,north,north,north
northern,northern,northern,northern,northern,northern
nose,nose,nose,nose,nose,nose
not,not,not,not,not,not
note,note,note,note,note,note
nothing,noth,nothing,nothing,nothing,nothing
notice,notic,notice,notice,notice,notice
november,novemb,november,november,november,november
now,now,now,now,now,now
nowhere,nowher,nowhere,nowhere,nowhere,nowhere
number,number,number,number,number,number
nurse,nurs,nurse,nurse,nurse,nurse
nut,nut,nut,nut,nut,nut
o'clock,o'clock,o'clock,o'clock,o'clock,o'clock
oak,oak,oak,oak,oak,oak
oar,oar,oar,oar,oar,oar
oatmeal,oatmeal,oatmeal,oatmeal,oatmeal,oatmeal
oats,oat,oat,oats,oat,oat
obey,obey,obey,obey,obey,obey
ocean,ocean,ocean,ocean,ocean,ocean
october,octob,october,october,october,october
odd,odd,odd,odd,odd,odd
of,of,of,of,of,of
off,off,off,off,off,off
offer,offer,offer,offer,offer,offer
office,offic,office,office,office,office
officer,offic,officer,officer,officer,officer
often,often,often,often,often,often
oh,oh,oh,oh,oh,oh
oil,oil,oil,oil,oil,oil
old,old,old,old,old,old
oldfield,oldfield,oldfield,oldfield,oldfield,oldfield
on,on,on,on,on,on
once,onc,once,once,once,once
one,one,one,one,one,one
onion,onion,onion,onion,onion,onion
only,onli,only,only,only,only
onward,onward,onward,onward,onward,onward
open,open,open,open,open,open
or,or,or,or,or,or
orange,orang,orange,orange,orange,orange
orchard,orchard,orchard,orchard,orchard,orchard
order,order,order,order,order,order
ore,ore,ore,ore,ore,ore
organ,organ,organ,organ,organ,organ
other,other,other,other,other,other
otherwise,otherwis,otherwise,otherwise,otherwise,otherwise
ouch,ouch,ouch,ouch,ouch,ouch
ought,ought,ought,ought,ought,ought
our,our,our,our,our,our
ours,our,ours,ours,ours,ours
ourselves,ourselv,ourselves,ourselves,ourselves,ourselves
out,out,out,out,out,out
outdoors,outdoor,outdoors,outdoors,outdoors,outdoors
outfit,fit,outfit,outfit,outfit,outfit
outlaw,law,outlaw,outlaw,outlaw,outlaw
outline,line,outline,outline,outline,outline
outside,side,outside,outside,outside,outside
outward,ward,outward,outward,outward,outward
oven,oven,oven,oven,oven,oven
over,over,over,over,over,over
overalls,overal,overall,overalls,overall,overall
overcoat,coat,overcoat,overcoat,overcoat,overcoat
overeat,eat,overeat,overeat,overeat,overeat
overhead,head,overhead,overhead,overhead,overhead
overhear,hear,overhear,overhear,overhear,overhear
overnight,night,overnight,overnight,overnight,overnight
overturn,turn,overturn,overturn,overturn,overturn
owe,owe,owe,owe,owe,owe
owing,owe,owing,owe,owing,owing
owl,owl,owl,owl,owl,owl
own,own,own,own,own,own
owner,owner,owner,owner,owner,owner
ox,ox,ox,ox,ox,ox
pa,pa,pa,pa,pa,pa
pace,pace,pace,pace,pace,pace
pack,pack,pack,pack,pack,pack
package,packag,package,package,package,package
pad,pad,pad,pad,pad,pad
page,page,page,page,page,page
paid,paid,paid,pay,paid,paid
pail,pail,pail,pail,pail,pail
pain,pain,pain,pain,pain,pain
painful,pain,painful,painful,painful,painful
paint,paint,paint,paint,paint,paint
painter,painter,painter,painter,painter,painter
painting,paint,painting,paint,painting,painting
pair,pair,pair,pair,pair,pair
pal,pal,pal,pal,pal,pal
palace,palac,palace,palace,palace,palace
pale,pale,pale,pale,pale,pale
pan,pan,pan,pan,pan,pan
pancake,pancak,pancake,pancake,pancake,pancake
pane,pane,pane,pane,pane,pane
pansy,pansi,pansy,pansy,pansy,pansy
pants,pant,pant,pant,pant,pant
papa,papa,papa,papa,papa,papa
paper,paper,paper,paper,paper,paper
parade,de,parade,parade,parade,parade
pardon,pardon,pardon,pardon,pardon,pardon
parent,parent,parent,parent,parent,parent
park,park,park,park,park,park
part,part,part,part,part,part
partly,partli,partly,partly,partly,partly
partner,partner,partner,partner,partner,partner
party,parti,party,party,party,party
pass,pass,pas,pass,pas,pas
passenger,passeng,passenger,passenger,passenger,passenger
past,past,past,past,past,past
paste,past,paste,paste,paste,paste
pasture,pastur,pasture,pasture,pasture,pasture
pat,pat,pat,pat,pat,pat
patch,patch,patch,patch,patch,patch
path,path,path,path,path,path
patter,patter,patter,patter,patter,patter
pave,pave,pave,pave,pave,pave
pavement,pavement,pavement,pavement,pavement,pavement
paw,paw,paw,paw,paw,paw
pay,pay,pay,pay,pay,pay
payment,payment,payment,payment,payment,payment
pea,pea,pea,pea,pea,pea
peace,peac,peace,peace,peace,peace
peaceful,peac,peaceful,peaceful,peaceful,peaceful
peach,peach,peach,peach,peach,peach
peaches,peach,peach,peach,peach,peach
peak,peak,peak,peak,peak,peak
peanut,peanut,peanut,peanut,peanut,peanut
pear,pear,pear,pear,pear,pear
pearl,pearl,pearl,pearl,pearl,pearl
peas,pea,pea,peas,pea,pea
peck,peck,peck,peck,peck,peck
peek,peek,peek,peek,peek,peek
peel,peel,peel,peel,peel,peel
peep,peep,peep,peep,peep,peep
peg,peg,peg,peg,peg,peg
pen,pen,pen,pen,pen,pen
pencil,pencil,pencil,pencil,pencil,pencil
penny,penni,penny,penny,penny,penny
people,peopl,people,people,people,people
pepper,pepper,pepper,pepper,pepper,pepper
peppermint,peppermint,peppermint,peppermint,peppermint,peppermint
perfume,perfum,perfume,perfume,perfume,perfume
perhaps,perhap,perhaps,perhaps,perhaps,perhaps
person,person,person,person,person,person
pet,pet,pet,pet,pet,pet
phone,phone,phone,phone,phone,phone
piano,piano,piano,piano,piano,piano
pick,pick,pick,pick,pick,pick
pickle,pickl,pickle,pickle,pickle,pickle
picnic,picnic,picnic,picnic,picnic,picnic
picture,pictur,picture,picture,picture,picture
pie,pie,pie,pie,pie,pie
piece,piec,piece,piece,piece,piece
pig,pig,pig,pig,pig,pig
pigeon,pigeon,pigeon,pigeon,pigeon,pigeon
piggy,piggi,piggy,piggy,piggy,piggy
pile,pile,pile,pile,pile,pile
pill,pill,pill,pill,pill,pill
pillow,pillow,pillow,pillow,pillow,pillow
pin,pin,pin,pin,pin,pin
pine,pine,pine,pine,pine,pine
pineapple,pineappl,pineapple,pineapple,pineapple,pineapple
pink,pink,pink,pink,pink,pink
pint,pint,pint,pint,pint,pint
pipe,pipe,pipe,pipe,pipe,pipe
pistol,pistol,pistol,pistol,pistol,pistol
pit,pit,pit,pit,pit,pit
pitch,pitch,pitch,pitch,pitch,pitch
pitcher,pitcher,pitcher,pitcher,pitcher,pitcher
pity,piti,pity,pity,pity,pity
place,place,place,place,place,place
plain,plain,plain,plain,plain,plain
plan,plan,plan,plan,plan,plan
plane,plane,plane,plane,plane,plane
plant,plant,plant,plant,plant,plant
plate,plate,plate,plate,plate,plate
platform,platform,platform,platform,platform,platform
platter,platter,platter,platter,platter,platter
play,play,play,play,play,play
player,player,player,player,player,player
playground,playground,playground,playground,playground,playground
playhouse,playhous,playhouse,playhouse,playhouse,playhouse
playmate,playmat,playmate,playmate,playmate,playmate
plaything,playth,plaything,plaything,plaything,plaything
pleasant,pleasant,pleasant,pleasant,pleasant,pleasant
please,pleas,please,please,please,please
pleasure,pleasur,pleasure,pleasure,pleasure,pleasure
plenty,plenti,plenty,plenty,plenty,plenty
plow,plow,plow,plow,plow,plow
plug,plug,plug,plug,plug,plug
plum,plum,plum,plum,plum,plum
pocket,pocket,pocket,pocket,pocket,pocket
pocketbook,pocketbook,pocketbook,pocketbook,pocketbook,pocketbook
poem,poem,poem,poem,poem,poem
point,point,point,point,point,point
poison,poison,poison,poison,poison,poison
poke,poke,poke,poke,poke,poke
pole,pole,pole,pole,pole,pole
police,polic,police,police,police,police
policeman,policeman,policeman,policeman,policeman,policeman
polish,polish,polish,polish,polish,polish
polite,polit,polite,polite,polite,polite
pond,pond,pond,pond,pond,pond
ponies,poni,pony,ponies,pony,pony
pony,poni,pony,pony,pony,pony
pool,pool,pool,pool,pool,pool
poor,poor,poor,poor,poor,poor
pop,pop,pop,pop,pop,pop
popcorn,popcorn,popcorn,popcorn,popcorn,popcorn
popped,pop,popped,pop,popped,popped
porch,porch,porch,porch,porch,porch
pork,pork,pork,pork,pork,pork
possible,possibl,possible,possible,possible,possible
post,post,post,post,post,post
postage,age,postage,postage,postage,postage
postman,man,postman,postman,postman,postman
pot,pot,pot,pot,pot,pot
potato,potato,potato,potato,potato,potato
potatoes,potato,potato,potatoes,potato,potato
pound,pound,pound,pound,pound,pound
pour,pour,pour,pour,pour,pour
powder,powder,powder,powder,powder,powder
power,power,power,power,power,power
powerful,power,powerful,powerful,powerful,powerful
praise,prais,praise,praise,praise,praise
pray,pray,pray,pray,pray,pray
prayer,prayer,prayer,prayer,prayer,prayer
prepare,pare,prepare,prepare,prepare,prepare
present,sent,present,present,present,present
pretty,pretti,pretty,pretty,pretty,pretty
price,price,price,price,price,price
prick,prick,prick,prick,prick,prick
prince,princ,prince,prince,prince,prince
princess,princess,princess,princess,princess,princess
print,print,print,print,print,print
prison,prison,prison,prison,prison,prison
prize,prize,prize,prize,prize,prize
promise,mise,promise,promise,promise,promise
proper,per,proper,proper,proper,proper
protect,protect,protect,protect,protect,protect
proud,proud,proud,proud,proud,proud
prove,prove,prove,prove,prove,prove
prune,prune,prune,prune,prune,prune
public,public,public,public,public,public
puddle,puddl,puddle,puddle,puddle,puddle
puff,puff,puff,puff,puff,puff
pull,pull,pull,pull,pull,pull
pump,pump,pump,pump,pump,pump
pumpkin,pumpkin,pumpkin,pumpkin,pumpkin,pumpkin
punch,punch,punch,punch,punch,punch
punish,punish,punish,punish,punish,punish
pup,pup,pup,pup,pup,pup
pupil,pupil,pupil,pupil,pupil,pupil
puppy,puppi,puppy,puppy,puppy,puppy
pure,pure,pure,pure,pure,pure
purple,purpl,purple,purple,purple,purple
purse,purs,purse,purse,purse,purse
push,push,push,push,push,push
puss,puss,pus,puss,pus,pus
pussy,pussi,pussy,pussy,pussy,pussy
pussycat,pussycat,pussycat,pussycat,pussycat,pussycat
put,put,put,put,put,put
putting,put,putting,put,putting,putting
puzzle,puzzl,puzzle,puzzle,puzzle,puzzle
quack,quack,quack,quack,quack,quack
quart,quart,quart,quart,quart,quart
quarter,quarter,quarter,quarter,quarter,quarter
queen,queen,queen,queen,queen,queen
queer,queer,queer,queer,queer,queer
question,question,question,question,question,question
quick,quick,quick,quick,quick,quick
quickly,quickli,quickly,quickly,quickly,quickly
quiet,quiet,quiet,quiet,quiet,quiet
quilt,quilt,quilt,quilt,quilt,quilt
quit,quit,quit,quit,quit,quit
quite,quit,quite,quite,quite,quite
rabbit,rabbit,rabbit,rabbit,rabbit,rabbit
race,race,race,race,race,race
rack,rack,rack,rack,rack,rack
radio,radio,radio,radio,radio,radio
radish,radish,radish,radish,radish,radish
rag,rag,rag,rag,rag,rag
rail,rail,rail,rail,rail,rail
railroad,railroad,railroad,railroad,railroad,railroad
railway,railway,railway,railway,railway,railway
rain,rain,rain,rain,rain,rain
rainbow,rainbow,rainbow,rainbow,rainbow,rainbow
rainy,raini,rainy,rainy,rainy,rainy
raise,rais,raise,raise,raise,raise
raisin,raisin,raisin,raisin,raisin,raisin
rake,rake,rake,rake,rake,rake
ram,ram,ram,ram,ram,ram
ran,ran,ran,run,ran,ran
ranch,ranch,ranch,ranch,ranch,ranch
rang,rang,rang,ring,rang,rang
rap,rap,rap,rap,rap,rap
rapidly,rapidli,rapidly,rapidly,rapidly,rapidly
rat,rat,rat,rat,rat,rat
rate,rate,rate,rate,rate,rate
rather,rather,rather,rather,rather,rather
rattle,rattl,rattle,rattle,rattle,rattle
raw,raw,raw,raw,raw,raw
ray,ray,ray,ray,ray,ray
reach,ach,reach,reach,reach,reach
read,ad,read,read,read,read
reader,reader,reader,reader,reader,reader
reading,read,reading,read,reading,reading
ready,adi,ready,ready,ready,ready
real,al,real,real,real,real
really,alli,really,really,really,really
reap,reap,reap,reap,reap,reap
rear,ar,rear,rear,rear,rear
reason,reason,reason,reason,reason,reason
rebuild,build,rebuild,rebuild,rebuild,rebuild
receive,receiv,receive,receive,receive,receive
recess,cess,recess,recess,recess,recess
record,cord,record,record,record,record
red,d,red,red,red,red
redbird,redbird,redbird,redbird,redbird,redbird
redbreast,redbreast,redbreast,redbreast,redbreast,redbreast
refuse,fuse,refuse,refuse,refuse,refuse
reindeer,reindeer,reindeer,reindeer,reindeer,reindeer
rejoice,rejoic,rejoice,rejoice,rejoice,rejoice
remain,main,remain,remain,remain,remain
remember,member,remember,remember,remember,remember
remind,mind,remind,remind,remind,remind
remove,move,remove,remove,remove,remove
rent,nt,rent,rent,rent,rent
repair,pair,repair,repair,repair,repair
repay,pay,repay,repay,repay,repay
repeat,peat,repeat,repeat,repeat,repeat
report,port,report,report,report,report
rest,st,rest,rest,rest,rest
return,turn,return,return,return,return
review,view,review,review,review,review
reward,ward,reward,reward,reward,reward
rib,rib,rib,rib,rib,rib
ribbon,ribbon,ribbon,ribbon,ribbon,ribbon
rice,rice,rice,rice,rice,rice
rich,rich,rich,rich,rich,rich
rid,rid,rid,rid,rid,rid
riddle,riddl,riddle,riddle,riddle,riddle
ride,ride,ride,ride,ride,ride
rider,rider,rider,rider,rider,rider
riding,ride,riding,rid,riding,riding
right,right,right,right,right,right
rim,rim,rim,rim,rim,rim
ring,ring,ring,ring,ring,ring
rip,rip,rip,rip,rip,rip
ripe,ripe,ripe,ripe,ripe,ripe
rise,rise,rise,rise,rise,rise
rising,rise,rising,rise,rising,rising
river,river,river,river,river,river
road,road,road,road,road,road
roadside,roadsid,roadside,roadside,roadside,roadside
roar,roar,roar,roar,roar,roar
roast,roast,roast,roast,roast,roast
rob,rob,rob,rob,rob,rob
robber,robber,robber,robber,robber,robber
robe,robe,robe,robe,robe,robe
robin,robin,robin,robin,robin,robin
rock,rock,rock,rock,rock,rock
rocket,rocket,rocket,rocket,rocket,rocket
rocky,rocki,rocky,rocky,rocky,rocky
rode,rode,rode,ride,rode,rode
roll,roll,roll,roll,roll,roll
roller,roller,roller,roller,roller,roller
roof,roof,roof,roof,roof,roof
room,room,room,room,room,room
rooster,rooster,rooster,rooster,rooster,rooster
root,root,root,root,root,root
rope,rope,rope,rope,rope,rope
rose,rose,rose,rise,rose,rose
rosebud,rosebud,rosebud,rosebud,rosebud,rosebud
rot,rot,rot,rot,rot,rot
rotten,rotten,rotten,rotten,rotten,rotten
rough,rough,rough,rough,rough,rough
round,round,round,round,round,round
route,rout,route,route,route,route
row,row,row,row,row,row
rowboat,rowboat,rowboat,rowboat,rowboat,rowboat
royal,royal,royal,royal,royal,royal
rub,rub,rub,rub,rub,rub
rubbed,rub,rubbed,rub,rubbed,rubbed
rubber,rubber,rubber,rubber,rubber,rubber
rubbish,rubbish,rubbish,rubbish,rubbish,rubbish
rug,rug,rug,rug,rug,rug
rule,rule,rule,rule,rule,rule
ruler,ruler,ruler,ruler,ruler,ruler
rumble,rumbl,rumble,rumble,rumble,rumble
run,run,run,run,run,run
rung,rung,rung,ring,rung,rung
runner,runner,runner,runner,runner,runner
running,run,running,run,running,running
rush,rush,rush,rush,rush,rush
rust,rust,rust,rust,rust,rust
rusty,rusti,rusty,rusty,rusty,rusty
rye,rye,rye,rye,rye,rye
sack,sack,sack,sack,sack,sack
sad,sad,sad,sad,sad,sad
saddle,saddl,saddle,saddle,saddle,saddle
sadness,sad,sadness,sadness,sadness,sadness
safe,safe,safe,safe,safe,safe
safety,safeti,safety,safety,safety,safety
said,said,said,say,said,said
sail,sail,sail,sail,sail,sail
sailboat,sailboat,sailboat,sailboat,sailboat,sailboat
sailor,sailor,sailor,sailor,sailor,sailor
saint,saint,saint,saint,saint,saint
salad,salad,salad,salad,salad,salad
sale,sale,sale,sale,sale,sale
salt,salt,salt,salt,salt,salt
same,same,same,same,same,same
sand,sand,sand,sand,sand,sand
sandwich,sandwich,sandwich,sandwich,sandwich,sandwich
